"","Property_Sector","Origination_Date","Fixed_Maturity","Recent_NOI","Recent_Value","Orig_Note_Amount","Year_Built","Physical_Occupancy_At_Securitiza","Scheduled_Balloon","FSH","Health","Industrial","LSH","Mixed_Use","Mobile_Home","Multi_family","Office","Other","Retail_Anchored","Retail_Unanchored","Self_Storage","Warehouse","Spread","Inv_Bank_Dummy"
"4443","Multi-family",1996-12-19,2007-01-01,962874,9850000,7800000,1985,0.9619,6890877.12,0,0,0,0,0,0,1,0,0,0,0,0,0,1.904625,0
"4444","Full Service Hotel",1997-04-11,2004-05-01,1248179,15500000,7700000,1981,-1,6940674.36,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3842,1
"4445","Retail Anchored",1996-12-12,2004-01-01,977601,10400000,7714000,1987,0.9529,7189907.46,0,0,0,0,0,0,0,0,0,1,0,0,0,2.35816666666667,1
"4446","Healthcare",1997-03-21,2007-04-01,948967,10800000,7700000,1996,0.93,6821082.01,0,1,0,0,0,0,0,0,0,0,0,0,0,1.62464,0
"4447","Retail Anchored",1997-03-03,2007-04-01,940904,10300000,7700000,1987,0.9197,6817528.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1.827,1
"4448","Multi-family",1996-12-02,2007-01-01,898175,10300000,7600000,1972,0.97,6678014.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.74384,1
"4449","Multi-family",1997-03-19,2007-04-01,839781,9990000,7536000,1973,0.8801,6686042.63,0,0,0,0,0,0,1,0,0,0,0,0,0,1.80461,1
"4450","Limited Service Hotel",1996-10-10,2019-11-01,1362620,12500000,7500000,1995,-1,1.87,0,0,0,1,0,0,0,0,0,0,0,0,0,2.34828,1
"4451","Office",1997-02-06,2007-03-01,893565,10500000,7350000,1990,0.9604,6539490.97,0,0,0,0,0,0,0,1,0,0,0,0,0,1.96419,1
"4452","Retail Anchored",1996-11-01,2006-12-01,883152,9900000,7200000,1988,1,6411990.92,0,0,0,0,0,0,0,0,0,1,0,0,0,2.13884,1
"4453","Retail Anchored",1997-03-12,2004-04-01,864783,10500000,7100000,1966,0.95,6635233.36,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0692,1
"4454","Retail Anchored",1997-01-08,2007-02-01,874890,1e+07,7e+06,1986,0.987,6009442.96,0,0,0,0,0,0,0,0,0,1,0,0,0,2.36934,0
"4455","Retail Unanchored",1997-03-28,2007-04-01,930481,1.1e+07,6850000,1987,1,5804766.28,0,0,0,0,0,0,0,0,0,0,1,0,0,2.074895,0
"4456","Multi-family",1997-02-24,2004-03-01,718943,9e+06,6763525,1976,0.8468,6254733.15,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4457","Retail Anchored",1997-03-26,2004-04-01,839702,9e+06,6750000,1988,0.95,6314105.55,0,0,0,0,0,0,0,0,0,1,0,0,0,2.00973333333333,1
"4458","Retail Anchored",1996-12-31,2007-01-01,846726,9400000,6715000,1989,1,5641023.92,0,0,0,0,0,0,0,0,0,1,0,0,0,2.325,0
"4459","Retail Anchored",1996-12-27,2007-01-01,770645,9e+06,6650000,1994,0.9695,5862138.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1.76488,1
"4460","Multi-family",1996-10-31,2006-11-01,802784,8350000,6650000,1973,0.9245,5894334.68,0,0,0,0,0,0,1,0,0,0,0,0,0,1.785,1
"4461","Retail Anchored",1997-01-16,2012-02-01,993099,11900000,6560000,1971,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.14704,0
"4462","Multi-family",1997-03-13,2004-04-01,726983,8200000,6450000,1984,0.934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.61808333333333,1
"4463","Multi-family",1997-01-30,2004-02-01,722448,8050000,6400000,1984,0.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.79875,1
"4464","Retail Anchored",1997-01-10,2007-02-01,823896,8800000,6400000,1990,1,5278200.29,0,0,0,0,0,0,0,0,0,1,0,0,0,2.15431,1
"4465","Multi-family",1997-02-24,2004-03-01,668594,8e+06,6333680,1974,0.881,5857223.48,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4466","Retail Anchored",1997-03-12,2004-04-01,790369,8150000,6110000,1988,0.9933,5557084.4,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1642,1
"4467","Retail Anchored",1996-10-11,2003-11-01,796208,8500000,6118000,1980,0.974,5722582.09,0,0,0,0,0,0,0,0,0,1,0,0,0,2.243,1
"4468","Retail Unanchored",1997-03-17,2007-04-01,758349,8150000,6100000,1979,0.9366,5459119.54,0,0,0,0,0,0,0,0,0,0,1,0,0,2.22448,1
"4469","Multi-family",1997-01-27,2007-02-01,753129,8225000,6100000,1978,0.9088,5408903.95,0,0,0,0,0,0,1,0,0,0,0,0,0,1.74487,1
"4470","Retail Unanchored",1996-12-23,2004-01-01,798309,9400000,6100000,1984,0.947,5456275.32,0,0,0,0,0,0,0,0,0,0,1,0,0,2.44926666666667,0
"4471","Office",1997-03-31,2004-04-01,814830,8600000,6e+06,1983,0.9822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.40875,1
"4472","Multi-family",1997-01-16,2022-02-01,722028,8030000,6e+06,1996,0.9833,1278137.12,0,0,0,0,0,0,1,0,0,0,0,0,0,1.72204,0
"4473","Retail Anchored",1996-12-23,2007-01-01,757644,8500000,5950000,1983,0.968,4894452.52,0,0,0,0,0,0,0,0,0,1,0,0,0,2.21477,0
"4474","Multi-family",1997-02-24,2004-03-01,622493,7300000,5840000,1974,0.8871,5400681.02,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4475","Retail Anchored",1997-02-11,2007-03-01,728814,7900000,5800000,1971,1,5144859.63,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9643,1
"4476","Limited Service Hotel",1997-03-28,2007-04-01,868288,8250000,5775000,1986,-1,4942209.34,0,0,0,1,0,0,0,0,0,0,0,0,0,2.449895,0
"4477","Retail Anchored",1997-03-28,2007-04-01,784599,7650000,5700000,1990,0.979,5047727.47,0,0,0,0,0,0,0,0,0,1,0,0,0,2.074895,0
"4478","Office",1997-03-11,2007-04-01,805431,8800000,5700000,1940,0.9,4715052.61,0,0,0,0,0,0,0,1,0,0,0,0,0,2.26422,1
"4479","Self Storage",1996-09-27,2006-10-01,838320,9350000,5650000,0,0.6535,4733482.17,0,0,0,0,0,0,0,0,0,0,0,1,0,2.64489,1
"4480","Limited Service Hotel",1996-08-06,2001-08-01,847938,9100000,5650000,1990,-1,5309322.26,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9709,0
"4481","Retail Anchored",1997-03-06,2012-04-01,694568,7500000,5600000,1996,0.9681,4410744.34,0,0,0,0,0,0,0,0,0,1,0,0,0,1.996625,1
"4482","Multi-family",1997-02-24,2004-03-01,656705,7e+06,5600000,1967,0.9098,5178735.72,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4483","Retail Anchored",1997-03-31,2007-04-01,668207,7500000,5475000,1980,0.98,4898909.78,0,0,0,0,0,0,0,0,0,1,0,0,0,2.105,0
"4484","Retail Unanchored",1997-03-25,2007-04-01,720167,1e+07,5400000,1984,1,4560736.69,0,0,0,0,0,0,0,0,0,0,1,0,0,2.00976,0
"4485","Mobile Home",1997-02-25,2007-03-01,633177,7200000,5400000,1972,0.9917,4768730.01,0,0,0,0,0,1,0,0,0,0,0,0,0,1.864865,1
"4486","Limited Service Hotel",1997-03-28,2007-04-01,816978,7650000,5355000,1995,-1,4582776.25,0,0,0,1,0,0,0,0,0,0,0,0,0,2.449895,0
"4487","Office",1997-02-14,2007-03-01,706196,7070000,5300000,1987,0.9551,4734654.31,0,0,0,0,0,0,0,1,0,0,0,0,0,2.35444,1
"4488","Retail Anchored",1997-03-13,2012-04-01,674429,7100000,5280000,1989,0.9139,4185811.15,0,0,0,0,0,0,0,0,0,1,0,0,0,2.11235,1
"4489","Retail Anchored",1996-11-11,2011-12-01,1009803,1.7e+07,5300000,1970,0.9664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.745825,1
"4490","Retail Anchored",1996-12-20,2007-01-01,633113,7e+06,5219000,1990,1,4605269.82,0,0,0,0,0,0,0,0,0,1,0,0,0,2.339655,0
"4491","Multi-family",1996-11-06,2003-12-01,615717,6700000,5200000,1983,0.9224,4826607.67,0,0,0,0,0,0,1,0,0,0,0,0,0,1.80196666666667,1
"4492","Limited Service Hotel",1997-04-11,2004-05-01,739830,8e+06,5150000,1968,-1,4642139.96,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3842,1
"4493","Multi-family",1997-03-07,2007-04-01,607025,6870000,5150000,1962,0.96,4574354.35,0,0,0,0,0,0,1,0,0,0,0,0,0,1.82409,1
"4494","Limited Service Hotel",1997-04-11,2004-05-01,918292,8500000,5100000,1967,-1,4479891.22,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3842,1
"4495","Limited Service Hotel",1997-03-26,2017-04-01,748879,7250000,5100000,1995,-1,315265.59,0,0,0,1,0,0,0,0,0,0,0,0,0,2.26476,0
"4496","Multi-family",1996-11-06,2003-12-01,608901,6500000,5100000,1983,0.9537,4733788.68,0,0,0,0,0,0,1,0,0,0,0,0,0,1.80196666666667,1
"4497","Multi-family",1997-02-24,2004-03-01,629861,6250000,5e+06,1969,0.8837,4623871.47,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4498","Limited Service Hotel",1997-01-16,2007-02-01,816006,9360000,5e+06,1973,-1,3827551.18,0,0,0,1,0,0,0,0,0,0,0,0,0,2.29454,0
"4499","Retail Anchored",1996-12-19,2004-01-01,616817,6600000,4950000,1973,1,4590467.98,0,0,0,0,0,0,0,0,0,1,0,0,0,2.404,0
"4500","Multi-family",1997-02-24,2004-03-01,560619,6100000,4880000,1971,0.9518,4512897.72,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4501","Retail Anchored",1997-03-21,2007-04-01,639596,7200000,4852000,1980,0.8565,4336791.01,0,0,0,0,0,0,0,0,0,1,0,0,0,2.02964,1
"4502","Retail Anchored",1997-03-24,2004-04-01,595266,6500000,4850000,1971,1,4534666.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1.99473333333333,1
"4503","Multi-family",1997-02-24,2004-03-01,507325,6050000,4805952,1983,0.9697,4444420.26,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4504","Multi-family",1997-02-24,2004-03-01,534472,6e+06,4800000,1974,0.9128,4438919.44,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4505","Multi-family",1996-12-13,2004-01-01,570445,5985000,4750000,1974,0.947,4396796.28,0,0,0,0,0,0,1,0,0,0,0,0,0,1.72333333333333,1
"4506","Retail Anchored",1997-02-18,2016-03-01,629214,6200000,4637000,1996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.73558,1
"4507","Mobile Home",1995-01-13,2002-02-01,641698,7300000,4650000,1961,0.7915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.65925,1
"4508","Retail Unanchored",1997-03-27,2007-04-01,637754,6300000,4500000,1996,1,4074209.21,0,0,0,0,0,0,0,0,0,0,1,0,0,1.66488,0
"4509","Limited Service Hotel",1996-10-28,2006-11-01,639647,6800000,4400000,1983,-1,3433348.83,0,0,0,1,0,0,0,0,0,0,0,0,0,3.06486,0
"4510","Limited Service Hotel",1997-03-28,2007-04-01,635682,6300000,4369000,1995,-1,3738963.56,0,0,0,1,0,0,0,0,0,0,0,0,0,2.449895,0
"4511","Retail Anchored",1996-12-20,2012-01-01,665525,7550000,4400000,1973,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.097155,0
"4512","Self Storage",1997-03-17,2007-04-01,546664,5800000,4350000,1978,0.87,3590863.86,0,0,0,0,0,0,0,0,0,0,0,1,0,2.13448,1
"4513","Retail Anchored",1997-03-21,2007-04-01,564704,6700000,4250000,1963,0.96,3517546.11,0,0,0,0,0,0,0,0,0,1,0,0,0,2.07364,1
"4514","Multi-family",1997-01-17,2007-02-01,514064,5600000,4200000,1973,0.906,3448373.21,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9245,1
"4515","Retail Unanchored",1996-12-24,2007-01-01,550489,6800000,4200000,1965,0.869,3475047.22,0,0,0,0,0,0,0,0,0,0,1,0,0,2.46477,0
"4516","Multi-family",1996-10-31,2006-11-01,486018,5700000,4150000,1968,0.9943,3685783.57,0,0,0,0,0,0,1,0,0,0,0,0,0,1.94,0
"4517","Retail Unanchored",1997-01-23,2007-02-01,564672,6200000,4100000,1984,0.89,3668589.27,0,0,0,0,0,0,0,0,0,0,1,0,0,2.33475,1
"4518","Multi-family",1996-12-16,2007-01-01,522411,5200000,4100000,1987,0.8958,3634099.65,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9995,0
"4519","Retail Anchored",1996-12-18,2007-01-01,537543,5900000,4100000,1990,1,3365474.11,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2145,1
"4520","Office",1997-03-21,2007-04-01,502934,5420000,4e+06,1995,1,3579111.66,0,0,0,0,0,0,0,1,0,0,0,0,0,2.08964,1
"4521","Retail Anchored",1997-03-07,2007-04-01,514504,5575000,4e+06,1987,0.7328,3570732.06,0,0,0,0,0,0,0,0,0,1,0,0,0,2.12409,1
"4522","Multi-family",1997-02-04,2007-03-01,495986,5350000,4e+06,1964,0.913,3578472.73,0,0,0,0,0,0,1,0,0,0,0,0,0,2.264055,1
"4523","Multi-family",1997-03-14,2017-04-01,530758,5600000,4e+06,1910,0.875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.65435,1
"4524","Multi-family",1996-10-01,2006-10-01,503654,5500000,4e+06,1971,0.89,3564193.66,0,0,0,0,0,0,1,0,0,0,0,0,0,1.935,1
"4525","Limited Service Hotel",1997-03-06,2007-04-01,651411,8500000,3900000,1969,-1,2879601.15,0,0,0,1,0,0,0,0,0,0,0,0,0,2.739125,0
"4526","Multi-family",1996-11-12,2006-12-01,489517,5200000,3850000,1979,0.9014,3411197.84,0,0,0,0,0,0,1,0,0,0,0,0,0,1.984325,1
"4527","Retail Anchored",1996-12-06,2007-01-01,476061,4850000,3830000,1983,0.9333,3359081.39,0,0,0,0,0,0,0,0,0,1,0,0,0,2.33902,0
"4528","Multi-family",1997-02-07,2004-03-01,473036,4815000,3800000,1981,0.9409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.15635,1
"4529","Multi-family",1996-12-23,2004-01-01,462899,5250000,3800000,1962,0.95,3380953.7,0,0,0,0,0,0,1,0,0,0,0,0,0,2.10426666666667,1
"4530","Multi-family",1997-03-17,2007-04-01,456911,6800000,3775000,1964,0.9728,3346673.68,0,0,0,0,0,0,1,0,0,0,0,0,0,1.76448,0
"4531","Limited Service Hotel",1997-03-28,2007-04-01,552706,5350000,3745000,1996,-1,3204948.99,0,0,0,1,0,0,0,0,0,0,0,0,0,2.449895,0
"4532","Multi-family",1996-10-15,2006-11-01,453587,4750000,3750000,1984,0.9583,3338338.7,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0643,0
"4533","Multi-family",1996-10-18,2006-11-01,445371,5100000,3725000,1974,0.9333,3306128.59,0,0,0,0,0,0,1,0,0,0,0,0,0,1.91442,0
"4534","Retail Anchored",1996-12-26,2007-01-01,490709,5200000,3700000,1986,0.9908,3293216.61,0,0,0,0,0,0,0,0,0,1,0,0,0,2.20477,1
"4535","Multi-family",1996-10-10,2006-11-01,472173,5210000,3700000,1985,0.9037,3293827.64,0,0,0,0,0,0,1,0,0,0,0,0,0,2.00428,0
"4536","Retail Anchored",1996-11-07,2011-12-01,577164,5650000,3712500,1984,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.11163,0
"4537","Retail Anchored",1996-12-31,2007-01-01,455709,5200000,3642000,1978,0.944,2988814.8,0,0,0,0,0,0,0,0,0,1,0,0,0,2.175,0
"4538","Limited Service Hotel",1997-03-27,2007-04-01,602339,6160000,3625000,1961,-1,2665785.26,0,0,0,1,0,0,0,0,0,0,0,0,0,2.38488,0
"4539","Limited Service Hotel",1997-03-19,2007-04-01,530301,6300000,3600000,1988,-1,3080864.82,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60961,0
"4540","Healthcare",1997-02-26,2007-03-01,466829,5500000,3600000,1983,1,2934445.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.904865,0
"4541","Multi-family",1997-03-21,2004-04-01,442654,4850000,3550000,1970,0.9484,3329002.73,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2996,0
"4542","Multi-family",1997-02-26,2007-03-01,448704,4850000,3550000,1911,1,3160297.29,0,0,0,0,0,0,1,0,0,0,0,0,0,2.284865,0
"4543","Limited Service Hotel",1997-03-28,2007-04-01,512985,5e+06,3500000,1990,-1,2995278.07,0,0,0,1,0,0,0,0,0,0,0,0,0,2.449895,0
"4544","Limited Service Hotel",1997-03-19,2007-04-01,544223,5e+06,3500000,1987,-1,2975780.81,0,0,0,1,0,0,0,0,0,0,0,0,0,2.35961,0
"4545","Retail Unanchored",1997-01-31,2004-02-01,495844,5900000,3500000,1995,0.7516,3265792.29,0,0,0,0,0,0,0,0,0,0,1,0,0,2.065,1
"4546","Multi-family",1996-11-09,2011-12-01,445349,4800000,3500000,1989,0.978,2714454.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1.71669,1
"4547","Limited Service Hotel",1996-10-10,2019-11-01,609310,5600000,3500000,1985,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.41328,1
"4548","Limited Service Hotel",1997-01-16,2007-02-01,515311,5e+06,3460000,1974,-1,2906222.91,0,0,0,1,0,0,0,0,0,0,0,0,0,2.97454,0
"4549","Retail Anchored",1997-03-14,2012-04-01,474070,4700000,3450000,1967,1,2232586,0,0,0,0,0,0,0,0,0,1,0,0,0,1.53135,1
"4550","Multi-family",1997-02-24,2004-03-01,358176,4300000,3393047,1974,0.9267,3137802.37,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4551","Office",1997-02-10,2007-03-01,434793,5050000,3359000,1985,1,2913791.87,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5293,0
"4552","Office",1996-12-19,2007-01-01,530056,5620000,3372000,1881,0.8804,2412119.99,0,0,0,0,0,0,0,1,0,0,0,0,0,2.804625,0
"4553","Retail Anchored",1997-02-25,2007-03-01,426762,5900000,3350000,1948,0.9,2755701.08,0,0,0,0,0,0,0,0,0,1,0,0,0,2.284865,0
"4554","Retail Unanchored",1996-11-07,2003-12-01,458316,6e+06,3350000,1981,0.984,2992154.25,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3524,1
"4555","Retail Unanchored",1997-02-24,2007-03-01,435074,4850000,3337500,1984,0.9592,2743476.22,0,0,0,0,0,0,0,0,0,0,1,0,0,2.204865,1
"4556","Multi-family",1997-02-28,2012-03-01,405966,4500000,3300000,1969,0.9944,2609813.29,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1525,1
"4557","Retail Anchored",1996-12-31,2004-01-01,462621,4900000,3450000,1985,0.9668,3078243.52,0,0,0,0,0,0,0,0,0,1,0,0,0,2.22,1
"4558","Multi-family",1996-12-27,2007-01-01,382806,4400000,3300000,1940,1,2920788.56,0,0,0,0,0,0,1,0,0,0,0,0,0,1.96988,1
"4559","Limited Service Hotel",1997-01-06,2007-02-01,581157,4700000,3290000,1963,-1,2618529.02,0,0,0,1,0,0,0,0,0,0,0,0,0,2.78923,0
"4560","Multi-family",1997-02-04,2004-03-01,353423,4400000,3250000,1986,0.9559,3006324.08,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3822,1
"4561","Mobile Home",1996-11-26,2006-12-01,391737,5065000,3200000,1965,0.9157,2607756.89,0,0,0,0,0,1,0,0,0,0,0,0,0,2.064865,0
"4562","Multi-family",1996-10-24,2006-11-01,412786,4850000,3200000,1972,0.9607,2634292.86,0,0,0,0,0,0,1,0,0,0,0,0,0,2.10671,1
"4563","Self Storage",1996-10-01,2006-10-01,476647,5700000,3200000,1972,0.938,2675084.52,0,0,0,0,0,0,0,0,0,0,0,1,0,2.595,1
"4564","Retail Anchored",1996-11-11,2011-12-01,682838,7700000,3200000,1972,0.907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.745825,1
"4565","Multi-family",1996-10-15,2026-11-01,346852,4e+06,3155000,1995,0.9633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.635,0
"4566","Multi-family",1997-01-28,2007-02-01,436217,4e+06,3120000,1973,1,2779558.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.99987,1
"4567","Office",1997-03-20,2007-04-01,438469,4250000,3100000,1972,1,2584652.65,0,0,0,0,0,0,0,1,0,0,0,0,0,2.57461,1
"4568","Retail Unanchored",1997-02-14,2007-03-01,467137,4400000,3100000,1981,1,2550651.01,0,0,0,0,0,0,0,0,0,0,1,0,0,2.25444,1
"4569","Multi-family",1997-01-03,2007-02-01,362913,4e+06,3100000,1963,0.9108,2740826.45,0,0,0,0,0,0,1,0,0,0,0,0,0,1.72412,1
"4570","Industrial",1996-12-11,2012-01-01,519949,4600000,3125000,1950,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.89416,1
"4571","Multi-family",1997-03-06,2007-04-01,375023,4125000,3080000,1975,0.95,2717256.72,0,0,0,0,0,0,1,0,0,0,0,0,0,1.644125,1
"4572","Industrial",1997-03-25,2004-04-01,357542,4250000,3050000,1987,1,2850414.08,0,0,1,0,0,0,0,0,0,0,0,0,0,2.00673333333333,1
"4573","Multi-family",1996-12-06,2022-01-01,371828,4100000,3050000,1995,0.9759,1213372.27,0,0,0,0,0,0,1,0,0,0,0,0,0,2.90402,0
"4574","Retail Anchored",1996-12-30,2007-01-01,405842,4500000,3e+06,1971,1,2461135.36,0,0,0,0,0,0,0,0,0,1,0,0,0,2.161,1
"4575","Retail Anchored",1997-02-19,2007-03-01,364546,4050000,2975000,1975,0.9532,2647825.94,0,0,0,0,0,0,0,0,0,1,0,0,0,2.15758,1
"4576","Retail Anchored",1997-03-31,2007-04-01,479028,4310000,2900000,1978,0.95,2592529.87,0,0,0,0,0,0,0,0,0,1,0,0,0,2.055,1
"4577","Multi-family",1997-02-20,2007-03-01,453266,5300000,2900000,1985,1,2489783.91,0,0,0,0,0,0,1,0,0,0,0,0,0,2.11972,0
"4578","Multi-family",1996-12-31,2004-01-01,440808,4200000,2900000,1985,0.9808,2581822.1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.195,1
"4579","Multi-family",1997-01-30,2007-02-01,388165,4100000,2850000,1955,0.9167,2483272.46,0,0,0,0,0,0,1,0,0,0,0,0,0,2.635,0
"4580","Multi-family",1997-03-24,2004-04-01,331630,3780000,2840000,1980,0.9735,2644762.21,0,0,0,0,0,0,1,0,0,0,0,0,0,1.71473333333333,1
"4581","Retail Anchored",1996-10-04,2011-11-01,447311,5300000,2885000,1993,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.13166,0
"4582","Multi-family",1997-02-20,2022-03-01,399241,4050000,2800000,1972,1,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1.53472,0
"4583","Multi-family",1997-02-24,2004-03-01,329081,3700000,2775000,1976,0.84,2566248.36,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6247,1
"4584","Multi-family",1996-12-27,2007-01-01,316984,3800000,2700000,1984,0.9444,2395020.97,0,0,0,0,0,0,1,0,0,0,0,0,0,2.00988,0
"4585","Retail Anchored",1997-03-20,2017-04-01,364902,4e+06,2633000,1987,1,168309.59,0,0,0,0,0,0,0,0,0,1,0,0,0,2.47961,0
"4586","Multi-family",1996-12-02,2004-01-01,291648,3400000,2630000,1990,0.9605,2432810.08,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7776,1
"4587","Retail Anchored",1997-02-13,2004-03-01,335929,3800000,2625000,1981,1,2387556.36,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0534,1
"4588","Retail Unanchored",1997-03-21,2007-04-01,409116,3900000,2600000,1990,0.7912,2326838.68,0,0,0,0,0,0,0,0,0,0,1,0,0,2.12464,1
"4589","Retail Anchored",1997-03-20,2007-04-01,327765,3760000,2590000,1983,0.982,2305624.67,0,0,0,0,0,0,0,0,0,1,0,0,0,2.45461,0
"4590","Healthcare",1997-03-25,2007-04-01,351670,3200000,2525000,1993,0.98,2139712.71,0,1,0,0,0,0,0,0,0,0,0,0,0,2.13476,0
"4591","Multi-family",1997-02-13,2007-03-01,303053,3300000,2525000,1972,1,2232884.63,0,0,0,0,0,0,1,0,0,0,0,0,0,1.75444,1
"4592","Multi-family",1996-10-29,2026-11-01,269136,3100000,2515000,1995,0.925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.635,0
"4593","Retail Anchored",1996-08-09,2006-09-01,356548,4200000,2500000,1974,0.9548,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.50812,1
"4594","Multi-family",1996-12-06,2007-01-01,284909,3150000,2457000,1970,0.9839,2171478.54,0,0,0,0,0,0,1,0,0,0,0,0,0,2.08402,0
"4595","Retail Anchored",1996-09-19,2006-10-01,325179,3550000,2375000,1984,0.9229,1973115.29,0,0,0,0,0,0,0,0,0,1,0,0,0,2.114715,1
"4596","Limited Service Hotel",1996-12-10,2012-01-01,389897,3800000,2285000,1989,-1,1354372.81,0,0,0,1,0,0,0,0,0,0,0,0,0,2.89416,1
"4597","Retail Anchored",1997-03-26,2007-04-01,269010,3e+06,2274000,1965,0.863,2026618.63,0,0,0,0,0,0,0,0,0,1,0,0,0,1.94476,1
"4598","Multi-family",1996-10-29,2026-11-01,249148,2700000,2275000,1995,0.9531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.635,0
"4599","Limited Service Hotel",1996-10-19,2016-11-01,465966,3800000,2280000,1982,-1,2.71,0,0,0,1,0,0,0,0,0,0,0,0,0,2.42942,1
"4600","Multi-family",1997-04-01,2007-04-01,276429,3150000,2257000,1978,0.983,2013866.38,0,0,0,0,0,0,1,0,0,0,0,0,0,1.95,0
"4601","Retail Anchored",1996-10-04,2011-11-01,352998,4650000,2285000,1986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.25541,0
"4602","Retail Anchored",1997-02-06,2004-03-01,303350,3450000,2250000,1996,1,2094801.57,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8826,1
"4603","Retail Anchored",1996-12-19,2007-01-01,300493,3e+06,2250000,1986,0.979,2007290.24,0,0,0,0,0,0,0,0,0,1,0,0,0,2.345625,1
"4604","Limited Service Hotel",1996-10-10,2019-11-01,381825,3600000,2250000,1991,-1,2.16,0,0,0,1,0,0,0,0,0,0,0,0,0,2.34828,1
"4605","Retail Anchored",1997-03-14,2007-04-01,266567,2950000,2224525,1996,1,1986517.44,0,0,0,0,0,0,0,0,0,1,0,0,0,2.15435,1
"4606","Multi-family",1997-01-27,2007-02-01,273153,3400000,2200000,1982,0.99,1893791.84,0,0,0,0,0,0,1,0,0,0,0,0,0,2.03487,0
"4607","Multi-family",1996-10-29,2006-11-01,285975,2900000,2175000,1978,0.935,1930056.49,0,0,0,0,0,0,1,0,0,0,0,0,0,1.89486,0
"4608","Retail Unanchored",1997-03-24,2007-04-01,274250,2850000,2150000,1990,0.87367,1778689.45,0,0,0,0,0,0,0,0,0,0,1,0,0,2.12976,1
"4609","Multi-family",1997-01-28,2004-02-01,240183,2710000,2150000,1984,0.929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.96838333333333,1
"4610","Industrial",1997-01-28,2004-02-01,279519,3400000,2150000,1956,1,1926150.14,0,0,1,0,0,0,0,0,0,0,0,0,0,2.37463333333333,1
